english_title,new_hymnal_numbers,old_hymnal_numbers,recommended_manual_query,youtube_search,google_search,hymns_for_worship_search,hymncds_search,notes
Take my Life and Let it Be,117,57,"""Take my Life and Let it Be"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Take+my+Life+and+Let+it+Be%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Take+my+Life+and+Let+it+Be%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Take+my+Life+and+Let+it+Be,https://www.hymncds.com/search?type=product&q=Take+my+Life+and+Let+it+Be,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Take the Name of Jesus With You,,33,"""Take the Name of Jesus With You"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Take+the+Name+of+Jesus+With+You%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Take+the+Name+of+Jesus+With+You%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Take+the+Name+of+Jesus+With+You,https://www.hymncds.com/search?type=product&q=Take+the+Name+of+Jesus+With+You,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Take the World, But Give me Jesus",161,161,"""Take the World, But Give me Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Take+the+World%2C+But+Give+me+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Take+the+World%2C+But+Give+me+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Take+the+World%2C+But+Give+me+Jesus,https://www.hymncds.com/search?type=product&q=Take+the+World%2C+But+Give+me+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Take Time to Be Holy,78,,"""Take Time to Be Holy"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Take+Time+to+Be+Holy%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Take+Time+to+Be+Holy%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Take+Time+to+Be+Holy,https://www.hymncds.com/search?type=product&q=Take+Time+to+Be+Holy,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Tarry by the Living Waters,,92,"""Tarry by the Living Waters"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Tarry+by+the+Living+Waters%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Tarry+by+the+Living+Waters%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Tarry+by+the+Living+Waters,https://www.hymncds.com/search?type=product&q=Tarry+by+the+Living+Waters,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Tell it Jesus,109,,"""Tell it Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Tell+it+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Tell+it+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Tell+it+Jesus,https://www.hymncds.com/search?type=product&q=Tell+it+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Tell it To Jesus,,81,"""Tell it To Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Tell+it+To+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Tell+it+To+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Tell+it+To+Jesus,https://www.hymncds.com/search?type=product&q=Tell+it+To+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Tell Me that Old, Old Story",8,8,"""Tell Me that Old, Old Story"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Tell+Me+that+Old%2C+Old+Story%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Tell+Me+that+Old%2C+Old+Story%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Tell+Me+that+Old%2C+Old+Story,https://www.hymncds.com/search?type=product&q=Tell+Me+that+Old%2C+Old+Story,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Tell Me The Story of Jesus,201,201,"""Tell Me The Story of Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Tell+Me+The+Story+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Tell+Me+The+Story+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Tell+Me+The+Story+of+Jesus,https://www.hymncds.com/search?type=product&q=Tell+Me+The+Story+of+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Beautiful Garden of Prayer,60,60,"""The Beautiful Garden of Prayer"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Beautiful+Garden+of+Prayer%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Beautiful+Garden+of+Prayer%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Beautiful+Garden+of+Prayer,https://www.hymncds.com/search?type=product&q=The+Beautiful+Garden+of+Prayer,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Coming King is at the Door,209,211,"""The Coming King is at the Door"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Coming+King+is+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Coming+King+is+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Coming+King+is+at+the+Door,https://www.hymncds.com/search?type=product&q=The+Coming+King+is+at+the+Door,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Great Physician Now is Near,175,170,"""The Great Physician Now is Near"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Great+Physician+Now+is+Near%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Great+Physician+Now+is+Near%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Great+Physician+Now+is+Near,https://www.hymncds.com/search?type=product&q=The+Great+Physician+Now+is+Near,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Jesus Came,,154,"""The Jesus Came"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Jesus+Came%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Jesus+Came%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Jesus+Came,https://www.hymncds.com/search?type=product&q=The+Jesus+Came,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The King is Coming,240,,"""The King is Coming"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+King+is+Coming%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+King+is+Coming%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+King+is+Coming,https://www.hymncds.com/search?type=product&q=The+King+is+Coming,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Lord Be With us,,75,"""The Lord Be With us"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Lord+Be+With+us%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Lord+Be+With+us%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Lord+Be+With+us,https://www.hymncds.com/search?type=product&q=The+Lord+Be+With+us,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Lord's Our Rock,307,122,"""The Lord's Our Rock"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Lord%27s+Our+Rock%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Lord%27s+Our+Rock%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Lord%27s+Our+Rock,https://www.hymncds.com/search?type=product&q=The+Lord%27s+Our+Rock,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Old Rugged Cross,182,,"""The Old Rugged Cross"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Old+Rugged+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Old+Rugged+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Old+Rugged+Cross,https://www.hymncds.com/search?type=product&q=The+Old+Rugged+Cross,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Saviour With Me,92,78,"""The Saviour With Me"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Saviour+With+Me%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Saviour+With+Me%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Saviour+With+Me,https://www.hymncds.com/search?type=product&q=The+Saviour+With+Me,Use accompaniment/instrumental only. Verify license before download or app redistribution.
The Way of the Cross Leads Home,186,175,"""The Way of the Cross Leads Home"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22The+Way+of+the+Cross+Leads+Home%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22The+Way+of+the+Cross+Leads+Home%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=The+Way+of+the+Cross+Leads+Home,https://www.hymncds.com/search?type=product&q=The+Way+of+the+Cross+Leads+Home,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Then Jesus Came,171,,"""Then Jesus Came"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Then+Jesus+Came%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Then+Jesus+Came%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Then+Jesus+Came,https://www.hymncds.com/search?type=product&q=Then+Jesus+Came,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Fountain,313,186,"""There is a Fountain"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Fountain%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Fountain%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Fountain,https://www.hymncds.com/search?type=product&q=There+is+a+Fountain,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Gate That Stand Ajar,169,,"""There is a Gate That Stand Ajar"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Gate+That+Stand+Ajar%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Gate+That+Stand+Ajar%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Gate+That+Stand+Ajar,https://www.hymncds.com/search?type=product&q=There+is+a+Gate+That+Stand+Ajar,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Gate That Stands Ajar,,157,"""There is a Gate That Stands Ajar"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Gate+That+Stands+Ajar%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Gate+That+Stands+Ajar%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Gate+That+Stands+Ajar,https://www.hymncds.com/search?type=product&q=There+is+a+Gate+That+Stands+Ajar,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Land of Pure Delight,231,219,"""There is a Land of Pure Delight"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Land+of+Pure+Delight%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Land+of+Pure+Delight%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Land+of+Pure+Delight,https://www.hymncds.com/search?type=product&q=There+is+a+Land+of+Pure+Delight,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Peace of Quiet Rest,,108,"""There is a Peace of Quiet Rest"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Peace+of+Quiet+Rest%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Peace+of+Quiet+Rest%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Peace+of+Quiet+Rest,https://www.hymncds.com/search?type=product&q=There+is+a+Peace+of+Quiet+Rest,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is a Place of Quiet Rest,295,,"""There is a Place of Quiet Rest"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+a+Place+of+Quiet+Rest%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+a+Place+of+Quiet+Rest%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+a+Place+of+Quiet+Rest,https://www.hymncds.com/search?type=product&q=There+is+a+Place+of+Quiet+Rest,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There is Power in the Blood,52,52,"""There is Power in the Blood"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+is+Power+in+the+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+is+Power+in+the+Blood%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+is+Power+in+the+Blood,https://www.hymncds.com/search?type=product&q=There+is+Power+in+the+Blood,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There Shall Be Shower of Blessing,39,,"""There Shall Be Shower of Blessing"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+Shall+Be+Shower+of+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+Shall+Be+Shower+of+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+Shall+Be+Shower+of+Blessing,https://www.hymncds.com/search?type=product&q=There+Shall+Be+Shower+of+Blessing,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There Shall be Showers of Blessing,,39,"""There Shall be Showers of Blessing"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There+Shall+be+Showers+of+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There+Shall+be+Showers+of+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There+Shall+be+Showers+of+Blessing,https://www.hymncds.com/search?type=product&q=There+Shall+be+Showers+of+Blessing,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's a Land that is Fairer than Day,221,221,"""There's a Land that is Fairer than Day"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+a+Land+that+is+Fairer+than+Day%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+a+Land+that+is+Fairer+than+Day%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+a+Land+that+is+Fairer+than+Day,https://www.hymncds.com/search?type=product&q=There%27s+a+Land+that+is+Fairer+than+Day,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's a Strange at the Door,49,,"""There's a Strange at the Door"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+a+Strange+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+a+Strange+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+a+Strange+at+the+Door,https://www.hymncds.com/search?type=product&q=There%27s+a+Strange+at+the+Door,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's New Day Dawning,,265,"""There's New Day Dawning"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+New+Day+Dawning%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+New+Day+Dawning%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+New+Day+Dawning,https://www.hymncds.com/search?type=product&q=There%27s+New+Day+Dawning,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's No Other Name Like Jesus,35,35,"""There's No Other Name Like Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+No+Other+Name+Like+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+No+Other+Name+Like+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+No+Other+Name+Like+Jesus,https://www.hymncds.com/search?type=product&q=There%27s+No+Other+Name+Like+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's Stranger at the Door,,49,"""There's Stranger at the Door"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+Stranger+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+Stranger+at+the+Door%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+Stranger+at+the+Door,https://www.hymncds.com/search?type=product&q=There%27s+Stranger+at+the+Door,Use accompaniment/instrumental only. Verify license before download or app redistribution.
There's Sunshine in My Soul Today,139,137,"""There's Sunshine in My Soul Today"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22There%27s+Sunshine+in+My+Soul+Today%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22There%27s+Sunshine+in+My+Soul+Today%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=There%27s+Sunshine+in+My+Soul+Today,https://www.hymncds.com/search?type=product&q=There%27s+Sunshine+in+My+Soul+Today,Use accompaniment/instrumental only. Verify license before download or app redistribution.
This is My Commendment,198,,"""This is My Commendment"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22This+is+My+Commendment%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22This+is+My+Commendment%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=This+is+My+Commendment,https://www.hymncds.com/search?type=product&q=This+is+My+Commendment,Use accompaniment/instrumental only. Verify license before download or app redistribution.
This is my Father's World,265,278,"""This is my Father's World"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22This+is+my+Father%27s+World%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22This+is+my+Father%27s+World%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=This+is+my+Father%27s+World,https://www.hymncds.com/search?type=product&q=This+is+my+Father%27s+World,Use accompaniment/instrumental only. Verify license before download or app redistribution.
This is the Day,4,,"""This is the Day"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22This+is+the+Day%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22This+is+the+Day%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=This+is+the+Day,https://www.hymncds.com/search?type=product&q=This+is+the+Day,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Though Your Sins be as Scarlet,56,55,"""Though Your Sins be as Scarlet"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Though+Your+Sins+be+as+Scarlet%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Though+Your+Sins+be+as+Scarlet%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Though+Your+Sins+be+as+Scarlet,https://www.hymncds.com/search?type=product&q=Though+Your+Sins+be+as+Scarlet,Use accompaniment/instrumental only. Verify license before download or app redistribution.
To God Be the Glory,12,,"""To God Be the Glory"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22To+God+Be+the+Glory%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22To+God+Be+the+Glory%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=To+God+Be+the+Glory,https://www.hymncds.com/search?type=product&q=To+God+Be+the+Glory,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Toiling for Jesus,275,275,"""Toiling for Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Toiling+for+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Toiling+for+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Toiling+for+Jesus,https://www.hymncds.com/search?type=product&q=Toiling+for+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Trun Your Eyes Upon Jesus,80,266,"""Trun Your Eyes Upon Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Trun+Your+Eyes+Upon+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Trun+Your+Eyes+Upon+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Trun+Your+Eyes+Upon+Jesus,https://www.hymncds.com/search?type=product&q=Trun+Your+Eyes+Upon+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Under His Wings,293,107,"""Under His Wings"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Under+His+Wings%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Under+His+Wings%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Under+His+Wings,https://www.hymncds.com/search?type=product&q=Under+His+Wings,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Watch-men on the Walls Zion,,30,"""Watch-men on the Walls Zion"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Watch-men+on+the+Walls+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Watch-men+on+the+Walls+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Watch-men+on+the+Walls+Zion,https://www.hymncds.com/search?type=product&q=Watch-men+on+the+Walls+Zion,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Watchmen on the walls of Zion,29,,"""Watchmen on the walls of Zion"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Watchmen+on+the+walls+of+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Watchmen+on+the+walls+of+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Watchmen+on+the+walls+of+Zion,https://www.hymncds.com/search?type=product&q=Watchmen+on+the+walls+of+Zion,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We Give Thee But Thine Own,73,74,"""We Give Thee But Thine Own"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We+Give+Thee+But+Thine+Own%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We+Give+Thee+But+Thine+Own%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We+Give+Thee+But+Thine+Own,https://www.hymncds.com/search?type=product&q=We+Give+Thee+But+Thine+Own,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We Have This Hope,211,251,"""We Have This Hope"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We+Have+This+Hope%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We+Have+This+Hope%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We+Have+This+Hope,https://www.hymncds.com/search?type=product&q=We+Have+This+Hope,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We Know not the Hour,217,216,"""We Know not the Hour"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We+Know+not+the+Hour%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We+Know+not+the+Hour%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We+Know+not+the+Hour,https://www.hymncds.com/search?type=product&q=We+Know+not+the+Hour,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We Thank Thee,14,13;250,"""We Thank Thee"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We+Thank+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We+Thank+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We+Thank+Thee,https://www.hymncds.com/search?type=product&q=We+Thank+Thee,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We Three Kings of Orient Are,292,,"""We Three Kings of Orient Are"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We+Three+Kings+of+Orient+Are%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We+Three+Kings+of+Orient+Are%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We+Three+Kings+of+Orient+Are,https://www.hymncds.com/search?type=product&q=We+Three+Kings+of+Orient+Are,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We'll Build on the Rock,303,116,"""We'll Build on the Rock"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We%27ll+Build+on+the+Rock%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We%27ll+Build+on+the+Rock%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We%27ll+Build+on+the+Rock,https://www.hymncds.com/search?type=product&q=We%27ll+Build+on+the+Rock,Use accompaniment/instrumental only. Verify license before download or app redistribution.
We're Marching to Zion,91,77,"""We're Marching to Zion"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22We%27re+Marching+to+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22We%27re+Marching+to+Zion%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=We%27re+Marching+to+Zion,https://www.hymncds.com/search?type=product&q=We%27re+Marching+to+Zion,Use accompaniment/instrumental only. Verify license before download or app redistribution.
What a Friend We Have in Jesus,112,84,"""What a Friend We Have in Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+a+Friend+We+Have+in+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+a+Friend+We+Have+in+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+a+Friend+We+Have+in+Jesus,https://www.hymncds.com/search?type=product&q=What+a+Friend+We+Have+in+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
What Child Is This?,279,,"""What Child Is This?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+Child+Is+This%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+Child+Is+This%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+Child+Is+This%3F,https://www.hymncds.com/search?type=product&q=What+Child+Is+This%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
